path,primary_label
train_audio/47144/iNat1693578.ogg,47144
train_audio/rufcas2/XC863839.ogg,rufcas2
train_audio/rumfly1/XC995240.ogg,rumfly1
train_audio/oliwoo1/iNat1212267.ogg,oliwoo1
train_audio/barant1/XC304275.ogg,barant1
train_audio/swtman1/XC282255.ogg,swtman1
train_audio/brnowl/XC209392.ogg,brnowl
train_audio/giwrai1/XC341485.ogg,giwrai1
train_audio/yeofly1/iNat171408.ogg,yeofly1
train_audio/magtan2/iNat1464651.ogg,magtan2
train_audio/souant1/XC424191.ogg,souant1
train_audio/barant1/iNat1011388.ogg,barant1
train_audio/shcfly1/XC387343.ogg,shcfly1
train_audio/yehcar1/iNat918655.ogg,yehcar1
train_audio/undtin1/XC118338.ogg,undtin1
train_audio/swtman1/XC470008.ogg,swtman1
train_audio/67107/iNat499592.ogg,67107
train_audio/gilhum1/XC29140.ogg,gilhum1
train_audio/ocecra1/iNat374266.ogg,ocecra1
train_audio/recfin1/XC811900.ogg,recfin1
train_audio/barant1/XC435939.ogg,barant1
train_audio/camfli1/XC217551.ogg,camfli1
train_audio/souscr1/XC844833.ogg,souscr1
train_audio/recfin1/XC973670.ogg,recfin1
train_audio/yebela1/XC114094.ogg,yebela1
train_audio/horscr1/XC724898.ogg,horscr1
train_audio/oliwoo1/iNat83899.ogg,oliwoo1
train_audio/magtan2/XC118545.ogg,magtan2
train_audio/redjun/iNat57192.ogg,redjun
train_audio/ocecra1/iNat986872.ogg,ocecra1
train_audio/gilhum1/XC1047878.ogg,gilhum1
train_audio/trokin/iNat1591364.ogg,trokin
train_audio/rufcas2/XC1017286.ogg,rufcas2
train_audio/crebec1/XC1016162.ogg,crebec1
train_audio/magtan2/XC652662.ogg,magtan2
train_audio/whbwar2/iNat1591966.ogg,whbwar2
train_audio/redjun/iNat737815.ogg,redjun
train_audio/trokin/XC499368.ogg,trokin
train_audio/ruftho1/XC419251.ogg,ruftho1
train_audio/recfin1/XC353720.ogg,recfin1
train_audio/yebela1/XC165896.ogg,yebela1
train_audio/yebela1/XC363229.ogg,yebela1
train_audio/blheag1/XC117114.ogg,blheag1
train_audio/compau/XC956287.ogg,compau
train_audio/souant1/XC743976.ogg,souant1
train_audio/22983/iNat193774.ogg,22983
train_audio/bunibi1/iNat1291621.ogg,bunibi1
train_audio/rufhor2/XC620687.ogg,rufhor2
train_audio/souant1/iNat1415358.ogg,souant1
train_audio/gilhum1/iNat456624.ogg,gilhum1
train_audio/pirfly1/XC407360.ogg,pirfly1
train_audio/pirfly1/XC940689.ogg,pirfly1
train_audio/giwrai1/XC209518.ogg,giwrai1
train_audio/ocecra1/iNat1163875.ogg,ocecra1
train_audio/thlwre1/iNat1439826.ogg,thlwre1
train_audio/bufpar/XC147543.ogg,bufpar
train_audio/smbtin1/XC737386.ogg,smbtin1
train_audio/yehcar1/iNat565888.ogg,yehcar1
train_audio/sobtyr1/XC493621.ogg,sobtyr1
train_audio/saffin/XC556590.ogg,saffin
train_audio/gilhum1/XC823570.ogg,gilhum1
train_audio/ruftho1/XC264537.ogg,ruftho1
train_audio/platyr1/XC429282.ogg,platyr1
train_audio/65377/iNat154034.ogg,65377
train_audio/compot1/XC605293.ogg,compot1
train_audio/22983/iNat551115.ogg,22983
train_audio/fusfly1/iNat1459480.ogg,fusfly1
train_audio/rutjac1/XC609229.ogg,rutjac1
train_audio/rufcas2/XC325896.ogg,rufcas2
train_audio/saffin/XC898399.ogg,saffin
train_audio/greyel/XC517465.ogg,greyel
train_audio/gretho2/XC1030210.ogg,gretho2
train_audio/blheag1/XC1018652.ogg,blheag1
train_audio/65377/XC971185.ogg,65377
train_audio/ocecra1/iNat886979.ogg,ocecra1
train_audio/47144/iNat698048.ogg,47144
train_audio/greyel/XC716126.ogg,greyel
train_audio/strcuc1/iNat1726275.ogg,strcuc1
train_audio/22973/iNat887040.ogg,22973
train_audio/47144/iNat1346356.ogg,47144
train_audio/fusfly1/XC592928.ogg,fusfly1
train_audio/rumfly1/XC457252.ogg,rumfly1
train_audio/22956/iNat886570.ogg,22956
train_audio/1161364/iNat1216197.ogg,1161364
train_audio/saytan1/iNat815711.ogg,saytan1
train_audio/43435/iNat208008.ogg,43435
train_audio/crebec1/iNat1314778.ogg,crebec1
train_audio/ficman1/XC438665.ogg,ficman1
train_audio/shshaw/XC778069.ogg,shshaw
train_audio/22956/iNat1711085.ogg,22956
train_audio/bunibi1/XC946261.ogg,bunibi1
train_audio/oliwoo1/XC482160.ogg,oliwoo1
train_audio/orbtro3/XC409065.ogg,orbtro3
train_audio/swthum1/iNat1613485.ogg,swthum1
train_audio/whnjay1/XC113192.ogg,whnjay1
train_audio/rinkin1/iNat714212.ogg,rinkin1
train_audio/22956/iNat1245289.ogg,22956
train_audio/bunibi1/XC342849.ogg,bunibi1
train_audio/yebcar/iNat869753.ogg,yebcar
train_audio/houspa/iNat1282035.ogg,houspa
train_audio/blheag1/iNat857291.ogg,blheag1
train_audio/47144/iNat1721928.ogg,47144
train_audio/strcuc1/XC85430.ogg,strcuc1
train_audio/pirfly1/XC709430.ogg,pirfly1
train_audio/yecmac/XC879281.ogg,yecmac
train_audio/lesgrf1/iNat862873.ogg,lesgrf1
train_audio/palhor3/XC144812.ogg,palhor3
train_audio/spbant3/iNat1627746.ogg,spbant3
train_audio/rufgna3/XC177590.ogg,rufgna3
train_audio/smbtin1/iNat1289331.ogg,smbtin1
train_audio/bunibi1/iNat501844.ogg,bunibi1
train_audio/67107/iNat314794.ogg,67107
train_audio/trokin/iNat736533.ogg,trokin
train_audio/orbtro3/XC764003.ogg,orbtro3
train_audio/undtin1/iNat1432055.ogg,undtin1
train_audio/23158/iNat1263350.ogg,23158
train_audio/rubthr1/iNat386697.ogg,rubthr1
train_audio/oliwoo1/XC122267.ogg,oliwoo1
train_audio/souscr1/XC616319.ogg,souscr1
train_audio/redjun/XC124406.ogg,redjun
train_audio/horscr1/XC146794.ogg,horscr1
train_audio/yebcar/XC704939.ogg,yebcar
train_audio/spbant3/iNat838205.ogg,spbant3
train_audio/houspa/iNat107092.ogg,houspa
train_audio/blchaw1/XC704162.ogg,blchaw1
train_audio/greyel/iNat860062.ogg,greyel
train_audio/souant1/XC299610.ogg,souant1
train_audio/yebela1/XC964423.ogg,yebela1
train_audio/giwrai1/iNat1205992.ogg,giwrai1
train_audio/tattin1/XC292899.ogg,tattin1
train_audio/pirfly1/XC484284.ogg,pirfly1
train_audio/22983/iNat585817.ogg,22983
train_audio/whlspi1/XC279556.ogg,whlspi1
train_audio/flawar1/XC708976.ogg,flawar1
train_audio/ruftho1/XC325586.ogg,ruftho1
train_audio/paltan1/XC831516.ogg,paltan1
train_audio/strcuc1/XC702168.ogg,strcuc1
train_audio/rubthr1/iNat145188.ogg,rubthr1
train_audio/giwrai1/iNat541835.ogg,giwrai1
train_audio/scadov1/iNat600179.ogg,scadov1
train_audio/paltan1/XC365693.ogg,paltan1
train_audio/redjun/iNat737956.ogg,redjun
train_audio/rufgna3/XC389450.ogg,rufgna3
train_audio/barant1/XC823952.ogg,barant1
train_audio/rufnig1/iNat1212495.ogg,rufnig1
train_audio/whlspi1/XC415463.ogg,whlspi1
train_audio/magtan2/XC366561.ogg,magtan2
train_audio/bufpar/XC838335.ogg,bufpar
train_audio/22973/iNat348441.ogg,22973
train_audio/whlspi1/XC128569.ogg,whlspi1
train_audio/undtin1/XC415430.ogg,undtin1
train_audio/trsowl/XC1044393.ogg,trsowl
train_audio/gretho2/iNat1196332.ogg,gretho2
train_audio/glteme1/XC145943.ogg,glteme1
train_audio/bunibi1/iNat1557512.ogg,bunibi1
train_audio/compau/XC820752.ogg,compau
train_audio/23158/iNat325667.ogg,23158
train_audio/scther1/XC85288.ogg,scther1
train_audio/hyamac1/XC901437.ogg,hyamac1
train_audio/67107/iNat70590.ogg,67107
train_audio/toctou1/XC393559.ogg,toctou1
train_audio/rubthr1/XC913487.ogg,rubthr1
train_audio/phecuc1/XC238240.ogg,phecuc1
train_audio/rufnig1/XC859023.ogg,rufnig1
train_audio/43435/iNat742666.ogg,43435
train_audio/rufnig1/XC493291.ogg,rufnig1
train_audio/baymac/XC119028.ogg,baymac
train_audio/strcuc1/XC555102.ogg,strcuc1
train_audio/23158/iNat1657967.ogg,23158
train_audio/74113/XC987237.ogg,74113
train_audio/rufcac2/XC144552.ogg,rufcac2
train_audio/limpki/iNat592901.ogg,limpki
train_audio/ruftof1/XC594649.ogg,ruftof1
train_audio/flawar1/XC395613.ogg,flawar1
train_audio/hyamac1/XC134196.ogg,hyamac1
train_audio/shshaw/iNat511725.ogg,shshaw
train_audio/limpki/iNat709743.ogg,limpki
train_audio/greant1/XC247305.ogg,greant1
train_audio/undtin1/XC460769.ogg,undtin1
train_audio/43435/XC960448.ogg,43435
train_audio/rubthr1/iNat48324.ogg,rubthr1
train_audio/undtin1/XC358831.ogg,undtin1
train_audio/toctou1/XC427886.ogg,toctou1
train_audio/redjun/XC783718.ogg,redjun
train_audio/tattin1/XC173952.ogg,tattin1
train_audio/sibtan2/XC837973.ogg,sibtan2
train_audio/plasla1/XC496103.ogg,plasla1
train_audio/rumfly1/XC543427.ogg,rumfly1
train_audio/orbtro3/XC700643.ogg,orbtro3
train_audio/tattin1/XC52214.ogg,tattin1
train_audio/blheag1/XC541262.ogg,blheag1
train_audio/ocecra1/iNat1163877.ogg,ocecra1
train_audio/plasla1/XC963341.ogg,plasla1
train_audio/tattin1/iNat353734.ogg,tattin1
train_audio/camfli1/XC517471.ogg,camfli1
train_audio/gilhum1/XC201831.ogg,gilhum1
train_audio/ruftof1/XC295385.ogg,ruftof1
train_audio/ficman1/XC1035527.ogg,ficman1
train_audio/glteme1/XC329840.ogg,glteme1
train_audio/orbtro3/XC260037.ogg,orbtro3
train_audio/whbant2/iNat48878.ogg,whbant2
train_audio/orbtro3/XC625536.ogg,orbtro3
train_audio/whnjay1/XC493229.ogg,whnjay1
train_audio/rufgna3/XC540536.ogg,rufgna3
train_audio/crbthr1/XC1006083.ogg,crbthr1
train_audio/gretho2/XC172599.ogg,gretho2
train_audio/flawar1/iNat365444.ogg,flawar1
train_audio/74113/XC992449.ogg,74113
train_audio/undtin1/XC128573.ogg,undtin1
train_audio/grhtan1/XC844026.ogg,grhtan1
train_audio/bkcdon/XC259283.ogg,bkcdon
train_audio/yecmac/XC2772.ogg,yecmac
train_audio/yecmac/XC896244.ogg,yecmac
train_audio/ruftho1/XC258165.ogg,ruftho1
train_audio/thlwre1/XC549879.ogg,thlwre1
train_audio/74113/XC1039325.ogg,74113
train_audio/blheag1/XC123094.ogg,blheag1
train_audio/whnjay1/XC82199.ogg,whnjay1
train_audio/compot1/iNat1214097.ogg,compot1
train_audio/trokin/iNat1513414.ogg,trokin
train_audio/555146/iNat982664.ogg,555146
train_audio/555146/iNat320503.ogg,555146
train_audio/rubthr1/XC695280.ogg,rubthr1
train_audio/baymac/iNat396116.ogg,baymac
train_audio/toctou1/iNat1205443.ogg,toctou1
train_audio/camfli1/iNat1208485.ogg,camfli1
train_audio/burowl/iNat855976.ogg,burowl
train_audio/grepot1/XC820954.ogg,grepot1
train_audio/grhtan1/XC593932.ogg,grhtan1
train_audio/horscr1/XC237982.ogg,horscr1
train_audio/saytan1/XC421329.ogg,saytan1
train_audio/65377/iNat1321386.ogg,65377
train_audio/oliwoo1/XC796933.ogg,oliwoo1
train_audio/gilhum1/XC615555.ogg,gilhum1
train_audio/rutjac1/XC1039073.ogg,rutjac1
train_audio/platyr1/XC615547.ogg,platyr1
train_audio/shcfly1/XC432371.ogg,shcfly1
train_audio/yeofly1/XC250157.ogg,yeofly1
train_audio/rufcas2/XC748036.ogg,rufcas2
train_audio/whlspi1/XC896250.ogg,whlspi1
train_audio/sibtan2/XC594653.ogg,sibtan2
train_audio/ruftof1/XC282821.ogg,ruftof1
train_audio/bkcdon/XC580812.ogg,bkcdon
train_audio/rebscy1/XC920681.ogg,rebscy1
train_audio/sibtan2/XC613992.ogg,sibtan2
train_audio/greant1/XC374689.ogg,greant1
train_audio/horscr1/iNat869771.ogg,horscr1
train_audio/camfli1/XC807769.ogg,camfli1
train_audio/shcfly1/XC639260.ogg,shcfly1
train_audio/crbthr1/XC708356.ogg,crbthr1
train_audio/swthum1/iNat1033818.ogg,swthum1
train_audio/baymac/iNat976078.ogg,baymac
train_audio/rebscy1/XC250168.ogg,rebscy1
train_audio/smbtin1/XC422999.ogg,smbtin1
train_audio/rufgna3/XC774357.ogg,rufgna3
train_audio/rinkin1/XC706111.ogg,rinkin1
train_audio/hyamac1/XC115387.ogg,hyamac1
train_audio/shshaw/iNat1445208.ogg,shshaw
train_audio/tattin1/XC781249.ogg,tattin1
train_audio/tattin1/XC591409.ogg,tattin1
train_audio/rufhor2/XC927110.ogg,rufhor2
train_audio/rufnig1/XC427077.ogg,rufnig1
train_audio/22956/iNat60929.ogg,22956
train_audio/23158/XC900620.ogg,23158
train_audio/47144/iNat1199534.ogg,47144
train_audio/yehcar1/iNat1707489.ogg,yehcar1
train_audio/soulap1/iNat1653553.ogg,soulap1
train_audio/ruftho1/XC823122.ogg,ruftho1
train_audio/23158/iNat1261183.ogg,23158
train_audio/74113/XC1067102.ogg,74113
train_audio/22956/iNat1693371.ogg,22956
train_audio/glteme1/XC741872.ogg,glteme1
train_audio/sobcac1/iNat283240.ogg,sobcac1
train_audio/crbthr1/XC773378.ogg,crbthr1
train_audio/strcuc1/XC979135.ogg,strcuc1
train_audio/shcfly1/XC857489.ogg,shcfly1
train_audio/redjun/XC498034.ogg,redjun
train_audio/gretho2/iNat334915.ogg,gretho2
train_audio/lesgrf1/XC84504.ogg,lesgrf1
train_audio/platyr1/XC854876.ogg,platyr1
train_audio/houspa/iNat358583.ogg,houspa
train_audio/bobfly1/XC208133.ogg,bobfly1
train_audio/phecuc1/XC264429.ogg,phecuc1
train_audio/22973/iNat1675887.ogg,22973
train_audio/rufcac2/iNat396776.ogg,rufcac2
train_audio/yebcar/XC598803.ogg,yebcar
train_audio/recfin1/XC245170.ogg,recfin1
train_audio/rebscy1/XC431918.ogg,rebscy1
train_audio/43435/iNat538617.ogg,43435
train_audio/sobtyr1/XC297998.ogg,sobtyr1
train_audio/grhtan1/XC419205.ogg,grhtan1
train_audio/swthum1/iNat167401.ogg,swthum1
train_audio/crbthr1/XC1035086.ogg,crbthr1
train_audio/swtman1/XC440767.ogg,swtman1
train_audio/recfin1/XC856026.ogg,recfin1
train_audio/limpki/iNat1688531.ogg,limpki
train_audio/soulap1/XC615607.ogg,soulap1
train_audio/pirfly1/XC1034568.ogg,pirfly1
train_audio/grepot1/iNat1214105.ogg,grepot1
train_audio/crebec1/XC211669.ogg,crebec1
train_audio/22983/iNat1212830.ogg,22983
train_audio/ficman1/XC754556.ogg,ficman1
train_audio/fusfly1/iNat906109.ogg,fusfly1
train_audio/yebela1/XC494434.ogg,yebela1
train_audio/yeofly1/XC607029.ogg,yeofly1
train_audio/fusfly1/XC205874.ogg,fusfly1
train_audio/23158/iNat910949.ogg,23158
train_audio/grepot1/XC658697.ogg,grepot1
train_audio/brnowl/iNat1198982.ogg,brnowl
train_audio/swthum1/XC920665.ogg,swthum1
train_audio/spbant3/XC303208.ogg,spbant3
train_audio/yebcar/XC116256.ogg,yebcar
train_audio/trsowl/XC1006047.ogg,trsowl
train_audio/greyel/iNat1303954.ogg,greyel
train_audio/rubthr1/XC1049906.ogg,rubthr1
train_audio/compau/iNat1645105.ogg,compau
train_audio/grepot1/XC403324.ogg,grepot1
train_audio/scadov1/XC521577.ogg,scadov1
train_audio/oliwoo1/iNat533632.ogg,oliwoo1
train_audio/bkcdon/XC113870.ogg,bkcdon
train_audio/souant1/XC414198.ogg,souant1
train_audio/hyamac1/XC9530.ogg,hyamac1
train_audio/whbwar2/iNat1624201.ogg,whbwar2
train_audio/swtman1/XC539758.ogg,swtman1
train_audio/rufcac2/XC654326.ogg,rufcac2
train_audio/gretho2/iNat621188.ogg,gretho2
train_audio/rebscy1/XC260736.ogg,rebscy1
train_audio/souscr1/XC462664.ogg,souscr1
train_audio/magtan2/XC20719.ogg,magtan2
train_audio/hyamac1/XC795071.ogg,hyamac1
train_audio/brnowl/iNat279069.ogg,brnowl
train_audio/yebcar/XC84597.ogg,yebcar
train_audio/picpig2/XC620668.ogg,picpig2
train_audio/rumfly1/XC901836.ogg,rumfly1
train_audio/compau/iNat1217423.ogg,compau
train_audio/ruftho1/XC856000.ogg,ruftho1
train_audio/scther1/XC556484.ogg,scther1
train_audio/souscr1/iNat634861.ogg,souscr1
train_audio/rufcas2/XC901264.ogg,rufcas2
train_audio/scther1/XC971468.ogg,scther1
train_audio/yebela1/iNat1249777.ogg,yebela1
train_audio/glteme1/XC286581.ogg,glteme1
train_audio/picpig2/iNat1247538.ogg,picpig2
train_audio/whbwar2/XC753238.ogg,whbwar2
train_audio/oliwoo1/XC419133.ogg,oliwoo1
train_audio/smbtin1/XC448635.ogg,smbtin1
train_audio/bobfly1/iNat1302436.ogg,bobfly1
train_audio/shshaw/XC141883.ogg,shshaw
train_audio/bunibi1/iNat906330.ogg,bunibi1
train_audio/ocecra1/iNat1252779.ogg,ocecra1
train_audio/yebcar/XC148700.ogg,yebcar
train_audio/oliwoo1/XC539972.ogg,oliwoo1
train_audio/swtman1/iNat706783.ogg,swtman1
train_audio/whnjay1/XC382968.ogg,whnjay1
train_audio/phecuc1/XC708788.ogg,phecuc1
train_audio/74113/XC1067101.ogg,74113
train_audio/baymac/XC122290.ogg,baymac
train_audio/phecuc1/XC378452.ogg,phecuc1
train_audio/glteme1/iNat62443.ogg,glteme1
train_audio/baymac/XC400211.ogg,baymac
train_audio/gilhum1/XC686667.ogg,gilhum1
train_audio/blchaw1/XC84952.ogg,blchaw1
train_audio/houspa/iNat1363165.ogg,houspa
train_audio/brnowl/iNat1019337.ogg,brnowl
train_audio/rufgna3/XC308464.ogg,rufgna3
train_audio/scadov1/iNat990891.ogg,scadov1
train_audio/sobcac1/iNat52866.ogg,sobcac1
train_audio/horscr1/XC504228.ogg,horscr1
train_audio/grepot1/XC627398.ogg,grepot1
train_audio/22983/iNat347848.ogg,22983
train_audio/limpki/XC572918.ogg,limpki
train_audio/burowl/XC425958.ogg,burowl
train_audio/shcfly1/XC837926.ogg,shcfly1
train_audio/gretho2/XC196525.ogg,gretho2
train_audio/recfin1/XC1516.ogg,recfin1
train_audio/watjac1/iNat984219.ogg,watjac1
train_audio/47144/iNat101837.ogg,47144
train_audio/whnjay1/XC303928.ogg,whnjay1
train_audio/flawar1/XC1903.ogg,flawar1
train_audio/hyamac1/XC84867.ogg,hyamac1
train_audio/whbwar2/iNat885647.ogg,whbwar2
train_audio/limpki/XC351407.ogg,limpki
train_audio/grepot1/XC453562.ogg,grepot1
train_audio/yebela1/XC734554.ogg,yebela1
train_audio/giwrai1/XC500062.ogg,giwrai1
train_audio/strcuc1/XC943379.ogg,strcuc1
train_audio/whbant2/XC422960.ogg,whbant2
train_audio/rufgna3/XC252364.ogg,rufgna3
train_audio/rinkin1/iNat1203789.ogg,rinkin1
train_audio/rutjac1/XC289690.ogg,rutjac1
train_audio/saytan1/iNat261125.ogg,saytan1
train_audio/saytan1/XC838405.ogg,saytan1
train_audio/swthum1/XC186280.ogg,swthum1
train_audio/tattin1/XC29133.ogg,tattin1
train_audio/rumfly1/iNat1412176.ogg,rumfly1
train_audio/plasla1/XC1006630.ogg,plasla1
train_audio/camfli1/XC304417.ogg,camfli1
train_audio/trokin/iNat1321598.ogg,trokin
train_audio/rufcac2/XC878525.ogg,rufcac2
train_audio/limpki/iNat1081319.ogg,limpki
train_audio/74113/XC1066320.ogg,74113
train_audio/grhtan1/XC497535.ogg,grhtan1
train_audio/scther1/XC304584.ogg,scther1
train_audio/shshaw/XC278831.ogg,shshaw
train_audio/sobtyr1/XC264663.ogg,sobtyr1
train_audio/greant1/XC497521.ogg,greant1
train_audio/thlwre1/iNat1446997.ogg,thlwre1
train_audio/scther1/XC435613.ogg,scther1
train_audio/65377/XC1008740.ogg,65377
train_audio/palhor3/XC1009303.ogg,palhor3
train_audio/houspa/XC557012.ogg,houspa
train_audio/trokin/iNat1230255.ogg,trokin
train_audio/crebec1/XC284497.ogg,crebec1
train_audio/trsowl/iNat163816.ogg,trsowl
train_audio/palhor3/XC523894.ogg,palhor3
train_audio/shshaw/XC600053.ogg,shshaw
train_audio/fusfly1/XC743214.ogg,fusfly1
train_audio/rufcac2/XC844058.ogg,rufcac2
train_audio/22956/iNat1298529.ogg,22956
train_audio/bkcdon/XC705455.ogg,bkcdon
train_audio/555146/iNat897998.ogg,555146
train_audio/brnowl/XC417335.ogg,brnowl
train_audio/watjac1/XC463356.ogg,watjac1
train_audio/bunibi1/XC504226.ogg,bunibi1
train_audio/lesgrf1/XC308346.ogg,lesgrf1
train_audio/compot1/iNat93283.ogg,compot1
train_audio/glteme1/XC407205.ogg,glteme1
train_audio/greant1/XC64231.ogg,greant1
train_audio/rumfly1/XC878610.ogg,rumfly1
train_audio/bobfly1/XC703994.ogg,bobfly1
train_audio/sobtyr1/XC355956.ogg,sobtyr1
train_audio/crebec1/iNat55800.ogg,crebec1
train_audio/plasla1/XC993194.ogg,plasla1
train_audio/whnjay1/XC769459.ogg,whnjay1
